Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
25-08-2023,Flats,Nike,8,61,8208.91,15%,75111.53,15074.73,500743.51,12%,60089.22,60089.22,Dealer_5,64,Haryana
25-08-2023,Flats,Nike,9,67,14429.68,15%,145018.28,29220.7,966788.56,12%,116014.63,116014.63,Dealer_6,123,Pune
25-08-2023,Heels,Paragon,8,75,1931.51,40%,57945.3,40608.16,144863.25,12%,17383.59,17383.59,Dealer_6,182,Pune
25-08-2023,Sandals,Adidas,8,72,7965.07,15%,86022.76,17319.56,573485.04,12%,68818.2,68818.2,Dealer_2,83,Delhi
25-08-2023,Sneakers,Sketchers,10,75,1884.92,25%,35342.25,18384.58,141369.0,12%,16964.28,16964.28,Dealer_2,188,Delhi
25-08-2023,Sandals,Bata,9,66,1154.42,30%,22857.52,13882.32,76191.72,12%,9143.01,9143.01,Dealer_2,142,Delhi
25-08-2023,Sandals,Paragon,8,86,530.85,40%,18261.24,13022.71,45653.1,12%,5478.37,5478.37,Dealer_3,195,Mumbai
26-08-2023,Sandals,Sketchers,7,72,3582.26,25%,64480.68,33583.06,257922.72,12%,30950.73,30950.73,Dealer_4,52,Haryana
26-08-2023,Sandals,Nike,8,73,10652.92,15%,116649.47,23230.63,777663.16,12%,93319.58,93319.58,Dealer_6,105,Pune
26-08-2023,Sandals,Nike,9,87,6317.35,15%,82441.42,16433.4,549609.45,12%,65953.13,65953.13,Dealer_6,191,Pune
26-08-2023,Sandals,Nike,8,92,6096.08,15%,84125.9,16853.37,560839.36,12%,67300.72,67300.72,Dealer_2,116,Delhi
26-08-2023,Heels,Liberty,7,66,2075.85,40%,54802.44,38407.36,137006.1,12%,16440.73,16440.73,Dealer_2,62,Delhi
26-08-2023,Boots,Nike,10,107,5211.07,15%,83637.67,16797.38,557584.49,12%,66910.14,66910.14,Dealer_6,162,Pune
26-08-2023,Flats,Bata,6,84,3869.43,30%,97509.64,58551.8,325032.12,12%,39003.85,39003.85,Dealer_1,116,Delhi
26-08-2023,Sandals,Nike,10,81,9485.3,15%,115246.39,23049.98,768309.3,12%,92197.12,92197.12,Dealer_1,110,Delhi
26-08-2023,Sandals,Nike,6,67,8325.75,15%,83673.79,16671.14,557825.25,12%,66939.03,66939.03,Dealer_6,11,Pune
26-08-2023,Boots,Adidas,8,88,4970.87,15%,65615.48,13163.21,437436.56,12%,52492.39,52492.39,Dealer_6,156,Pune
26-08-2023,Sneakers,Paragon,8,93,857.7,40%,31906.44,22520.01,79766.1,12%,9571.93,9571.93,Dealer_3,142,Mumbai
26-08-2023,Sandals,Bata,10,88,2882.74,30%,76104.34,45764.59,253681.12,12%,30441.73,30441.73,Dealer_3,57,Mumbai
27-08-2023,Sandals,Nike,8,77,13942.47,15%,161035.53,32260.58,1073570.19,12%,128828.42,128828.42,Dealer_1,77,Delhi
27-08-2023,Flats,Adidas,8,85,7726.14,15%,98508.28,19804.61,656721.9,12%,78806.63,78806.63,Dealer_7,180,Mumbai
27-08-2023,Flats,Paragon,10,89,2849.85,40%,101454.66,70981.16,253636.65,12%,30436.4,30436.4,Dealer_3,199,Mumbai
27-08-2023,Sneakers,Paragon,10,84,1452.72,40%,48811.39,34117.15,122028.48,12%,14643.42,14643.42,Dealer_6,70,Pune
27-08-2023,Sneakers,Puma,9,89,6987.97,20%,124385.87,49679.57,621929.33,12%,74631.52,74631.52,Dealer_6,190,Pune
27-08-2023,Flats,Bata,9,94,4390.38,30%,123808.72,74272.7,412695.72,12%,49523.49,49523.49,Dealer_6,63,Pune
27-08-2023,Flats,Liberty,10,91,1800.84,40%,65550.58,45843.2,163876.44,12%,19665.17,19665.17,Dealer_3,118,Mumbai
27-08-2023,Boots,Paragon,8,69,1321.71,40%,36479.2,25656.26,91197.99,12%,10943.76,10943.76,Dealer_7,142,Mumbai
27-08-2023,Boots,Bata,8,92,3772.29,30%,104115.2,62421.59,347050.68,12%,41646.08,41646.08,Dealer_4,154,Haryana
27-08-2023,Sandals,Nike,8,84,9067.72,15%,114253.27,22770.38,761688.48,12%,91402.62,91402.62,Dealer_3,173,Mumbai
27-08-2023,Flats,Puma,8,90,2763.7,20%,49746.6,20092.9,248733.0,12%,29847.96,29847.96,Dealer_2,187,Delhi
27-08-2023,Boots,Metro,8,83,3663.61,30%,91223.89,54689.2,304079.63,12%,36489.56,36489.56,Dealer_6,116,Pune
28-08-2023,Sandals,Bata,7,74,2634.01,30%,58475.02,35100.37,194916.74,12%,23390.01,23390.01,Dealer_6,87,Pune
28-08-2023,Flats,Liberty,10,75,2749.68,40%,82490.4,57788.41,206226.0,12%,24747.12,24747.12,Dealer_4,53,Haryana
28-08-2023,Sneakers,Nike,8,59,12186.11,15%,107847.07,21455.75,718980.49,12%,86277.66,86277.66,Dealer_7,170,Mumbai
28-08-2023,Flats,Nike,7,59,13006.3,15%,115105.75,23144.7,767371.7,12%,92084.6,92084.6,Dealer_1,92,Delhi
28-08-2023,Sneakers,Adidas,9,63,9348.98,15%,88347.86,17733.28,588985.74,12%,70678.29,70678.29,Dealer_5,140,Haryana
28-08-2023,Sneakers,Bata,10,61,1965.74,30%,35973.04,21739.66,119910.14,12%,14389.22,14389.22,Dealer_3,80,Mumbai
29-08-2023,Heels,Bata,9,68,3466.52,30%,70717.01,42362.28,235723.36,12%,28286.8,28286.8,Dealer_7,61,Mumbai
29-08-2023,Sneakers,Paragon,8,80,2776.69,40%,88854.08,62207.77,222135.2,12%,26656.22,26656.22,Dealer_6,165,Pune
29-08-2023,Flats,Bata,8,76,3800.45,30%,86650.26,51994.09,288834.2,12%,34660.1,34660.1,Dealer_7,96,Mumbai
29-08-2023,Flats,Metro,9,82,1335.16,30%,32844.94,19733.35,109483.12,12%,13137.97,13137.97,Dealer_1,144,Delhi
29-08-2023,Flats,Paragon,8,81,1301.09,40%,42155.32,29363.26,105388.29,12%,12646.59,12646.59,Dealer_2,180,Delhi
29-08-2023,Flats,Paragon,8,78,1080.66,40%,33716.59,23612.7,84291.48,12%,10114.98,10114.98,Dealer_4,137,Haryana
29-08-2023,Sneakers,Paragon,9,72,1949.57,40%,56147.62,39160.68,140369.04,12%,16844.28,16844.28,Dealer_5,123,Haryana
29-08-2023,Sandals,Bata,8,72,4814.05,30%,103983.48,62425.92,346611.6,12%,41593.39,41593.39,Dealer_1,103,Delhi
30-08-2023,Flats,Sketchers,9,81,2914.65,25%,59021.66,30478.4,236086.65,12%,28330.4,28330.4,Dealer_3,122,Mumbai
30-08-2023,Sneakers,Nike,8,69,8839.63,15%,91490.17,18112.88,609934.47,12%,73192.14,73192.14,Dealer_2,93,Delhi
30-08-2023,Sandals,Sketchers,9,81,5660.32,25%,114621.48,59685.02,458485.92,12%,55018.31,55018.31,Dealer_6,121,Pune
30-08-2023,Sneakers,Nike,7,61,13065.48,15%,119549.14,23855.14,796994.28,12%,95639.31,95639.31,Dealer_7,93,Mumbai
30-08-2023,Sneakers,Paragon,6,63,1844.79,40%,46488.71,32443.31,116221.77,12%,13946.61,13946.61,Dealer_2,51,Delhi
30-08-2023,Sandals,Nike,8,77,6382.05,15%,73712.68,14869.62,491417.85,12%,58970.14,58970.14,Dealer_6,159,Pune
30-08-2023,Flats,Bata,9,72,4324.15,30%,93401.64,56073.75,311338.8,12%,37360.66,37360.66,Dealer_3,78,Mumbai
31-08-2023,Sandals,Bata,9,71,1347.46,30%,28700.9,17307.75,95669.66,12%,11480.36,11480.36,Dealer_2,121,Delhi
31-08-2023,Flats,Paragon,7,66,2509.1,40%,66240.24,46351.54,165600.6,12%,19872.07,19872.07,Dealer_7,106,Mumbai
31-08-2023,Flats,Nike,8,62,9084.72,15%,84487.9,17165.54,563252.64,12%,67590.32,67590.32,Dealer_2,166,Delhi
31-08-2023,Flats,Paragon,9,68,2267.02,40%,61662.94,43103.61,154157.36,12%,18498.88,18498.88,Dealer_3,59,Mumbai
01-09-2023,Sneakers,Paragon,9,66,976.0,40%,25766.4,18210.93,64416.0,12%,7729.92,7729.92,Dealer_6,59,Pune
01-09-2023,Flats,Paragon,6,52,842.19,40%,17517.55,12256.15,43793.88,12%,5255.27,5255.27,Dealer_3,106,Mumbai
01-09-2023,Flats,Adidas,8,65,3211.46,15%,31311.73,6096.9,208744.9,12%,25049.39,25049.39,Dealer_2,177,Delhi
01-09-2023,Sandals,Adidas,7,40,9006.91,15%,54041.46,10856.58,360276.4,12%,43233.17,43233.17,Dealer_6,104,Pune
01-09-2023,Sneakers,Bata,6,56,3230.95,30%,54279.96,32599.45,180933.2,12%,21711.98,21711.98,Dealer_2,95,Delhi
01-09-2023,Sneakers,Bata,10,68,3453.51,30%,70451.6,42165.83,234838.68,12%,28180.64,28180.64,Dealer_6,199,Pune
01-09-2023,Boots,Paragon,8,60,1826.15,40%,43827.6,30587.1,109569.0,12%,13148.28,13148.28,Dealer_2,126,Delhi
01-09-2023,Heels,Puma,8,69,4196.22,20%,57907.84,23160.66,289539.18,12%,34744.7,34744.7,Dealer_6,150,Pune
01-09-2023,Flats,Bata,9,73,2181.67,30%,47778.57,28702.12,159261.91,12%,19111.43,19111.43,Dealer_2,78,Delhi
02-09-2023,Sandals,Bata,8,66,3649.67,30%,72263.47,43111.01,240878.22,12%,28905.39,28905.39,Dealer_2,95,Delhi
02-09-2023,Sandals,Bata,10,73,2390.31,30%,52347.79,31513.99,174492.63,12%,20939.12,20939.12,Dealer_3,82,Mumbai
02-09-2023,Flats,Liberty,9,76,1530.01,40%,46512.3,32509.16,116280.76,12%,13953.69,13953.69,Dealer_2,57,Delhi
02-09-2023,Sandals,Sketchers,9,71,5504.15,25%,97698.66,50670.13,390794.65,12%,46895.36,46895.36,Dealer_5,65,Haryana
02-09-2023,Flats,Metro,8,85,3699.96,30%,94348.98,56703.49,314496.6,12%,37739.59,37739.59,Dealer_5,150,Haryana
02-09-2023,Flats,Bata,8,79,2042.8,30%,48414.36,29046.25,161381.2,12%,19365.74,19365.74,Dealer_1,118,Delhi
02-09-2023,Sandals,Paragon,7,75,2090.67,40%,62720.1,44025.69,156800.25,12%,18816.03,18816.03,Dealer_1,128,Delhi
02-09-2023,Sandals,Bata,7,59,4502.49,30%,79694.07,47860.24,265646.91,12%,31877.63,31877.63,Dealer_6,102,Pune
02-09-2023,Flats,Paragon,7,84,2026.88,40%,68103.17,47672.07,170257.92,12%,20430.95,20430.95,Dealer_2,188,Delhi
02-09-2023,Sneakers,Paragon,6,66,725.63,40%,19156.63,13394.37,47891.58,12%,5746.99,5746.99,Dealer_7,135,Mumbai
02-09-2023,Sandals,Metro,11,80,1253.86,30%,30092.64,18103.86,100308.8,12%,12037.06,12037.06,Dealer_1,182,Delhi
03-09-2023,Sandals,Paragon,7,77,2595.37,40%,79937.4,55914.82,199843.49,12%,23981.22,23981.22,Dealer_3,108,Mumbai
03-09-2023,Sandals,Adidas,8,86,5307.16,15%,68462.36,13607.22,456415.76,12%,54769.89,54769.89,Dealer_6,113,Pune
03-09-2023,Sneakers,Nike,6,64,4230.25,15%,40610.4,8183.07,270736.0,12%,32488.32,32488.32,Dealer_3,174,Mumbai
03-09-2023,Sneakers,Adidas,8,59,2193.95,15%,19416.46,3868.84,129443.05,12%,15533.17,15533.17,Dealer_6,113,Pune
03-09-2023,Sneakers,Sketchers,10,80,5158.48,25%,103169.6,53651.55,412678.4,12%,49521.41,49521.41,Dealer_3,152,Mumbai
03-09-2023,Sneakers,Paragon,8,95,691.32,40%,26270.16,18498.05,65675.4,12%,7881.05,7881.05,Dealer_6,156,Pune
03-09-2023,Sneakers,Nike,10,78,10258.46,15%,120023.98,23993.41,800159.88,12%,96019.19,96019.19,Dealer_2,74,Delhi
03-09-2023,Flats,Paragon,8,81,2578.68,40%,83549.23,58485.97,208873.08,12%,25064.77,25064.77,Dealer_3,132,Mumbai
03-09-2023,Sandals,Woodland,10,74,3812.92,20%,56431.22,22512.52,282156.08,12%,33858.73,33858.73,Dealer_4,101,Haryana
03-09-2023,Sneakers,Sketchers,10,86,3621.3,25%,77857.95,40529.21,311431.8,12%,37371.82,37371.82,Dealer_3,159,Mumbai
03-09-2023,Sneakers,Puma,8,76,3032.07,20%,46087.46,18469.97,230437.32,12%,27652.48,27652.48,Dealer_3,186,Mumbai
03-09-2023,Flats,Puma,8,80,6962.35,20%,111397.6,44649.12,556988.0,12%,66838.56,66838.56,Dealer_7,150,Mumbai
04-09-2023,Flats,Paragon,10,66,1630.68,40%,43049.95,30077.05,107624.88,12%,12914.99,12914.99,Dealer_6,56,Pune
04-09-2023,Sandals,Metro,7,66,2479.29,30%,49089.94,29408.18,163633.14,12%,19635.98,19635.98,Dealer_6,77,Pune
04-09-2023,Flats,Reebok,8,76,6858.08,20%,104242.82,41776.34,521214.08,12%,62545.69,62545.69,Dealer_1,74,Delhi
04-09-2023,Flats,Adidas,7,57,6747.28,15%,57689.24,11563.07,384594.96,12%,46151.4,46151.4,Dealer_1,86,Delhi
04-09-2023,Sandals,Paragon,9,65,2307.58,40%,59997.08,41907.33,149992.7,12%,17999.12,17999.12,Dealer_6,109,Pune
04-09-2023,Sneakers,Metro,9,69,2647.43,30%,54801.8,33011.74,182672.67,12%,21920.72,21920.72,Dealer_7,136,Mumbai
05-09-2023,Sneakers,Bata,10,52,3394.92,30%,52960.75,31606.61,176535.84,12%,21184.3,21184.3,Dealer_1,118,Delhi
05-09-2023,Flats,Adidas,11,53,8357.57,15%,66442.68,13366.96,442951.21,12%,53154.15,53154.15,Dealer_6,177,Pune
05-09-2023,Sandals,Paragon,7,62,1653.43,40%,41005.06,28577.02,102512.66,12%,12301.52,12301.52,Dealer_4,181,Haryana
05-09-2023,Flats,Paragon,10,58,2803.08,40%,65031.46,45710.6,162578.64,12%,19509.44,19509.44,Dealer_5,69,Haryana
05-09-2023,Sandals,Adidas,11,59,3296.74,15%,29176.15,5680.77,194507.66,12%,23340.92,23340.92,Dealer_7,81,Mumbai
05-09-2023,Sneakers,Adidas,8,62,2312.5,15%,21506.25,4416.48,143375.0,12%,17205.0,17205.0,Dealer_5,176,Haryana
05-09-2023,Sneakers,Paragon,9,80,849.66,40%,27189.12,19024.22,67972.8,12%,8156.74,8156.74,Dealer_6,157,Pune
06-09-2023,Sneakers,Reebok,7,55,7974.47,20%,87719.17,35051.01,438595.85,12%,52631.5,52631.5,Dealer_7,119,Mumbai
06-09-2023,Flats,Bata,9,66,3255.24,30%,64453.75,38690.79,214845.84,12%,25781.5,25781.5,Dealer_2,86,Delhi
06-09-2023,Sandals,Woodland,10,59,6816.88,20%,80439.18,32238.86,402195.92,12%,48263.51,48263.51,Dealer_7,145,Mumbai
06-09-2023,Flats,Paragon,8,65,1657.2,40%,43087.2,30070.6,107718.0,12%,12926.16,12926.16,Dealer_3,84,Mumbai
06-09-2023,Sneakers,Woodland,10,69,2058.93,20%,28413.23,11283.71,142066.17,12%,17047.94,17047.94,Dealer_5,95,Haryana
06-09-2023,Sneakers,Liberty,6,51,1279.6,40%,26103.84,18337.65,65259.6,12%,7831.15,7831.15,Dealer_2,101,Delhi
06-09-2023,Flats,Nike,9,62,6972.42,15%,64843.51,12797.97,432290.04,12%,51874.8,51874.8,Dealer_1,169,Delhi
07-09-2023,Sneakers,Nike,8,56,9709.87,15%,81562.91,16254.16,543752.72,12%,65250.33,65250.33,Dealer_2,138,Delhi
07-09-2023,Flats,Nike,7,51,6410.25,15%,49038.41,10111.75,326922.75,12%,39230.73,39230.73,Dealer_5,199,Haryana
07-09-2023,Flats,Reebok,8,59,6601.93,20%,77902.77,31064.31,389513.87,12%,46741.66,46741.66,Dealer_2,193,Delhi
07-09-2023,Flats,Paragon,10,61,693.69,40%,16926.04,11963.01,42315.09,12%,5077.81,5077.81,Dealer_2,76,Delhi
07-09-2023,Flats,Adidas,8,67,4103.5,15%,41240.17,8189.44,274934.5,12%,32992.14,32992.14,Dealer_2,82,Delhi
07-09-2023,Flats,Woodland,9,69,3980.96,20%,54937.25,22025.8,274686.24,12%,32962.35,32962.35,Dealer_7,120,Mumbai
07-09-2023,Flats,Paragon,9,71,1023.27,40%,29060.87,20408.04,72652.17,12%,8718.26,8718.26,Dealer_1,109,Delhi
07-09-2023,Boots,Nike,9,69,4720.0,15%,48852.0,9883.3,325680.0,12%,39081.6,39081.6,Dealer_4,50,Haryana
08-09-2023,Sneakers,Nike,7,52,12686.81,15%,98957.12,19771.4,659714.12,12%,79165.69,79165.69,Dealer_5,170,Haryana
08-09-2023,Sandals,Reebok,9,71,3444.64,20%,48913.89,19764.44,244569.44,12%,29348.33,29348.33,Dealer_3,146,Mumbai
08-09-2023,Flats,Bata,10,64,2419.97,30%,46463.42,27819.12,154878.08,12%,18585.37,18585.37,Dealer_6,131,Pune
08-09-2023,Flats,Nike,9,58,14464.32,15%,125839.58,25191.34,838930.56,12%,100671.67,100671.67,Dealer_6,121,Pune
08-09-2023,Flats,Adidas,8,57,5533.17,15%,47308.6,9486.25,315390.69,12%,37846.88,37846.88,Dealer_7,114,Mumbai
08-09-2023,Flats,Nike,9,40,10825.11,15%,64950.66,12877.94,433004.4,12%,51960.53,51960.53,Dealer_2,56,Delhi
08-09-2023,Heels,Bata,8,66,3913.97,30%,77496.61,46469.38,258322.02,12%,30998.64,30998.64,Dealer_2,193,Delhi
08-09-2023,Boots,Bata,8,71,4732.77,30%,100808.0,60500.95,336026.67,12%,40323.2,40323.2,Dealer_1,100,Delhi
08-09-2023,Sandals,Bata,9,77,1022.46,30%,23618.83,14128.08,78729.42,12%,9447.53,9447.53,Dealer_3,134,Mumbai
09-09-2023,Sandals,Sketchers,9,88,4230.48,25%,93070.56,48640.78,372282.24,12%,44673.87,44673.87,Dealer_1,120,Delhi
09-09-2023,Flats,Liberty,8,87,2989.34,40%,104029.03,72736.46,260072.58,12%,31208.71,31208.71,Dealer_7,114,Mumbai
09-09-2023,Sandals,Paragon,6,75,2558.31,40%,76749.3,53842.45,191873.25,12%,23024.79,23024.79,Dealer_7,170,Mumbai
09-09-2023,Flats,Paragon,8,86,934.43,40%,32144.39,22586.72,80360.98,12%,9643.32,9643.32,Dealer_7,189,Mumbai
09-09-2023,Flats,Nike,6,65,3346.04,15%,32623.89,6523.39,217492.6,12%,26099.11,26099.11,Dealer_7,89,Mumbai
09-09-2023,Flats,Paragon,7,72,707.06,40%,20363.33,14167.81,50908.32,12%,6109.0,6109.0,Dealer_2,64,Delhi
09-09-2023,Sandals,Paragon,10,85,1285.59,40%,43710.06,30520.22,109275.15,12%,13113.02,13113.02,Dealer_6,121,Pune
09-09-2023,Heels,Adidas,10,83,7899.63,15%,98350.39,19618.28,655669.29,12%,78680.31,78680.31,Dealer_3,131,Mumbai
09-09-2023,Flats,Adidas,9,81,6130.72,15%,74488.25,14719.08,496588.32,12%,59590.6,59590.6,Dealer_6,153,Pune
09-09-2023,Sandals,Paragon,10,81,662.39,40%,21461.44,14922.66,53653.59,12%,6438.43,6438.43,Dealer_7,178,Mumbai
10-09-2023,Flats,Sketchers,6,70,3495.29,25%,61167.58,31658.89,244670.3,12%,29360.44,29360.44,Dealer_2,100,Delhi
10-09-2023,Flats,Woodland,8,81,5811.8,20%,94151.16,37795.05,470755.8,12%,56490.7,56490.7,Dealer_1,129,Delhi
10-09-2023,Sandals,Paragon,8,68,1353.63,40%,36818.74,25834.96,92046.84,12%,11045.62,11045.62,Dealer_6,72,Pune
10-09-2023,Flats,Bata,6,51,4672.04,30%,71482.21,42967.92,238274.04,12%,28592.88,28592.88,Dealer_2,72,Delhi
10-09-2023,Sneakers,Bata,9,76,4863.06,30%,110877.77,66585.54,369592.56,12%,44351.11,44351.11,Dealer_7,93,Mumbai
10-09-2023,Flats,Nike,7,62,7494.35,15%,69697.46,13956.19,464649.7,12%,55757.96,55757.96,Dealer_1,113,Delhi
10-09-2023,Sandals,Paragon,10,74,2368.52,40%,70108.19,49221.8,175270.48,12%,21032.46,21032.46,Dealer_7,83,Mumbai
10-09-2023,Sandals,Nike,8,80,5136.05,15%,61632.6,12265.44,410884.0,12%,49306.08,49306.08,Dealer_2,194,Delhi
10-09-2023,Sandals,Bata,7,72,2091.2,30%,45169.92,27112.62,150566.4,12%,18067.97,18067.97,Dealer_2,95,Delhi
10-09-2023,Sandals,Sketchers,10,90,2690.45,25%,60535.12,31552.97,242140.5,12%,29056.86,29056.86,Dealer_4,140,Haryana
10-09-2023,Flats,Bata,8,80,2798.69,30%,67168.56,40169.02,223895.2,12%,26867.42,26867.42,Dealer_6,93,Pune
10-09-2023,Sneakers,Paragon,8,84,1844.87,40%,61987.63,43701.0,154969.08,12%,18596.29,18596.29,Dealer_2,161,Delhi
11-09-2023,Flats,Paragon,8,73,1355.45,40%,39579.14,27708.25,98947.85,12%,11873.74,11873.74,Dealer_6,191,Pune
11-09-2023,Heels,Paragon,8,57,1783.18,40%,40656.5,28473.75,101641.26,12%,12196.95,12196.95,Dealer_2,116,Delhi
11-09-2023,Boots,Bata,8,68,4687.68,30%,95628.67,57502.89,318762.24,12%,38251.47,38251.47,Dealer_6,97,Pune
11-09-2023,Sandals,Adidas,8,63,4583.93,15%,43318.14,8755.12,288787.59,12%,34654.51,34654.51,Dealer_6,146,Pune
11-09-2023,Flats,Paragon,6,62,2253.22,40%,55879.86,39119.71,139699.64,12%,16763.96,16763.96,Dealer_6,141,Pune
11-09-2023,Heels,Nike,7,45,8705.95,15%,58765.16,11766.05,391767.75,12%,47012.13,47012.13,Dealer_3,75,Mumbai
12-09-2023,Sandals,Reebok,7,44,5280.67,20%,46469.9,18437.54,232349.48,12%,27881.94,27881.94,Dealer_7,55,Mumbai
12-09-2023,Sandals,Paragon,8,72,1939.91,40%,55869.41,39052.94,139673.52,12%,16760.82,16760.82,Dealer_5,152,Haryana
12-09-2023,Sandals,Puma,8,66,4805.18,20%,63428.38,25423.07,317141.88,12%,38057.03,38057.03,Dealer_4,152,Haryana
12-09-2023,Sandals,Nike,7,53,4294.26,15%,34139.37,6872.26,227595.78,12%,27311.49,27311.49,Dealer_5,118,Haryana
12-09-2023,Flats,Bata,9,64,1656.1,30%,31797.12,19200.39,105990.4,12%,12718.85,12718.85,Dealer_2,126,Delhi
12-09-2023,Flats,Paragon,9,74,2878.73,40%,85210.41,59635.24,213026.02,12%,25563.12,25563.12,Dealer_6,85,Pune
12-09-2023,Sneakers,Paragon,8,54,2925.81,40%,63197.5,44099.52,157993.74,12%,18959.25,18959.25,Dealer_3,86,Mumbai
13-09-2023,Sandals,Bata,7,72,1003.37,30%,21672.79,13109.35,72242.64,12%,8669.12,8669.12,Dealer_2,101,Delhi
13-09-2023,Sneakers,Reebok,8,60,3107.56,20%,37290.72,15059.9,186453.6,12%,22374.43,22374.43,Dealer_2,161,Delhi
13-09-2023,Sneakers,Paragon,7,66,2211.78,40%,58390.99,40963.52,145977.48,12%,17517.3,17517.3,Dealer_7,145,Mumbai
13-09-2023,Sneakers,Liberty,7,62,749.78,40%,18594.54,12999.82,46486.36,12%,5578.36,5578.36,Dealer_6,150,Pune
13-09-2023,Flats,Adidas,9,66,8650.78,15%,85642.72,17232.98,570951.48,12%,68514.18,68514.18,Dealer_7,112,Mumbai
13-09-2023,Flats,Nike,8,58,6820.28,15%,59336.44,12210.18,395576.24,12%,47469.15,47469.15,Dealer_2,152,Delhi
14-09-2023,Sandals,Paragon,10,61,1992.35,40%,48613.34,34040.85,121533.35,12%,14584.0,14584.0,Dealer_6,68,Pune
14-09-2023,Sandals,Liberty,10,65,567.24,40%,14748.24,10192.59,36870.6,12%,4424.47,4424.47,Dealer_6,95,Pune
14-09-2023,Flats,Puma,8,58,3369.18,20%,39082.49,15574.37,195412.44,12%,23449.49,23449.49,Dealer_1,151,Delhi
14-09-2023,Sneakers,Paragon,7,65,1749.87,40%,45496.62,31910.18,113741.55,12%,13648.99,13648.99,Dealer_1,104,Delhi
14-09-2023,Sandals,Bata,6,55,2536.27,30%,41848.46,24948.59,139494.85,12%,16739.38,16739.38,Dealer_2,158,Delhi
14-09-2023,Sneakers,Reebok,8,56,6051.64,20%,67778.37,27128.29,338891.84,12%,40667.02,40667.02,Dealer_4,58,Haryana
15-09-2023,Sandals,Adidas,7,51,7458.72,15%,57059.21,11449.88,380394.72,12%,45647.37,45647.37,Dealer_2,169,Delhi
15-09-2023,Flats,Nike,8,35,10870.42,15%,57069.7,11567.45,380464.7,12%,45655.76,45655.76,Dealer_3,53,Mumbai
15-09-2023,Sneakers,Bata,7,61,3027.88,30%,55410.2,33377.14,184700.68,12%,22164.08,22164.08,Dealer_6,166,Pune
15-09-2023,Sneakers,Liberty,10,82,1556.14,40%,51041.39,35815.43,127603.48,12%,15312.42,15312.42,Dealer_1,127,Delhi
15-09-2023,Sandals,Sketchers,10,73,2021.81,25%,36898.03,18970.71,147592.13,12%,17711.06,17711.06,Dealer_4,178,Haryana
15-09-2023,Sandals,Metro,9,64,4376.67,30%,84032.06,50511.34,280106.88,12%,33612.83,33612.83,Dealer_3,78,Mumbai
15-09-2023,Flats,Adidas,8,55,8076.89,15%,66634.34,13397.42,444228.95,12%,53307.47,53307.47,Dealer_6,70,Pune
15-09-2023,Sneakers,Nike,8,63,6094.04,15%,57588.68,11543.33,383924.52,12%,46070.94,46070.94,Dealer_6,166,Pune
15-09-2023,Sandals,Nike,8,70,3478.13,15%,36520.36,7131.05,243469.1,12%,29216.29,29216.29,Dealer_4,167,Haryana
16-09-2023,Sneakers,Paragon,10,73,1130.82,40%,33019.94,23036.28,82549.86,12%,9905.98,9905.98,Dealer_3,125,Mumbai
16-09-2023,Flats,Nike,9,90,5144.74,15%,69453.99,13774.12,463026.6,12%,55563.19,55563.19,Dealer_3,156,Mumbai
16-09-2023,Sneakers,Bata,8,81,3543.93,30%,86117.5,51469.0,287058.33,12%,34447.0,34447.0,Dealer_6,78,Pune
16-09-2023,Sandals,Paragon,6,75,2346.7,40%,70401.0,49280.41,176002.5,12%,21120.3,21120.3,Dealer_2,94,Delhi
16-09-2023,Sneakers,Paragon,7,81,2316.97,40%,75069.83,52469.1,187674.57,12%,22520.95,22520.95,Dealer_6,176,Pune
16-09-2023,Sandals,Sketchers,8,81,4600.46,25%,93159.32,48705.37,372637.26,12%,44716.47,44716.47,Dealer_2,184,Delhi
16-09-2023,Flats,Bata,6,75,2306.35,30%,51892.88,31118.85,172976.25,12%,20757.15,20757.15,Dealer_1,87,Delhi
16-09-2023,Flats,Paragon,10,82,1454.78,40%,47716.78,33531.12,119291.96,12%,14315.04,14315.04,Dealer_7,70,Mumbai
16-09-2023,Sandals,Paragon,10,77,1556.32,40%,47934.66,33397.35,119836.64,12%,14380.4,14380.4,Dealer_1,97,Delhi
16-09-2023,Flats,Sketchers,10,71,5265.84,25%,93468.66,48550.69,373874.64,12%,44864.96,44864.96,Dealer_5,79,Haryana
16-09-2023,Flats,Adidas,9,80,9959.35,15%,119512.2,23912.13,796748.0,12%,95609.76,95609.76,Dealer_6,181,Pune
17-09-2023,Heels,Puma,10,88,3558.3,20%,62626.08,24959.62,313130.4,12%,37575.65,37575.65,Dealer_4,105,Haryana
17-09-2023,Flats,Bata,8,69,2107.42,30%,43623.59,26131.94,145411.98,12%,17449.44,17449.44,Dealer_6,61,Pune
17-09-2023,Flats,Bata,7,65,2090.72,30%,40769.04,24439.63,135896.8,12%,16307.62,16307.62,Dealer_5,103,Haryana
17-09-2023,Sneakers,Bata,10,82,2099.07,30%,51637.12,30958.88,172123.74,12%,20654.85,20654.85,Dealer_4,131,Haryana
17-09-2023,Sneakers,Puma,7,70,5399.55,20%,75593.7,30422.99,377968.5,12%,45356.22,45356.22,Dealer_2,66,Delhi
